Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Matches
206,Joe Gomez,eng ENG,DF,Liverpool,27-358,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,35,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
207,Nicolás González,es ESP,MF,Manchester City,23-133,2002,9,8,648,7.2,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,5,46,10,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
208,Anthony Gordon,eng ENG,FW,Newcastle Utd,24-081,2001,32,26,2299,25.5,6,5,11,5,1,2,2,0,8.0,6.4,4.9,11.4,113,95,203,0.23,0.20,0.43,0.20,0.39,0.31,0.19,0.51,0.25,0.44,Matches
209,Ryan Gravenberch,nl NED,MF,Liverpool,23-000,2002,35,35,3003,33.4,0,4,4,0,0,0,5,0,1.1,1.1,2.9,4.0,66,171,54,0.00,0.12,0.12,0.00,0.12,0.03,0.09,0.12,0.03,0.12,Matches
210,Archie Gray,eng ENG,"DF,MF",Tottenham,19-065,2006,26,17,1571,17.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,37,17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
211,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-248,1995,19,7,720,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches
212,Jacob Greaves,eng ENG,DF,Ipswich Town,24-246,2000,23,23,2025,22.5,1,0,1,1,0,0,5,0,1.3,1.3,0.2,1.5,8,56,9,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,Matches
213,Brajan Gruda,de GER,"MF,FW",Brighton,20-350,2004,19,6,540,6.0,1,3,4,1,0,0,0,0,1.0,1.0,1.5,2.5,17,17,48,0.17,0.50,0.67,0.17,0.67,0.16,0.25,0.42,0.16,0.42,Matches
214,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23-358,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
215,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-168,1996,27,8,841,9.3,2,4,6,2,0,0,1,0,2.8,2.8,1.1,3.9,36,33,66,0.21,0.43,0.64,0.21,0.64,0.30,0.12,0.41,0.30,0.41,Matches
216,Marc Guéhi,eng ENG,DF,Crystal Palace,24-307,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.7,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,Matches
217,Luis Guilherme,br BRA,"MF,FW",West Ham,19-096,2006,11,1,138,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,3,13,0.00,0.00,0.00,0.00,0.00,0.19,0.05,0.24,0.19,0.24,Matches
218,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-181,1997,36,36,3091,34.3,5,6,11,5,0,0,7,0,4.0,4.0,5.8,9.8,54,257,88,0.15,0.17,0.32,0.15,0.32,0.12,0.17,0.28,0.12,0.28,Matches
219,Marc Guiu,es ESP,FW,Chelsea,19-132,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
220,İlkay Gündoğan,de GER,MF,Manchester City,34-204,1990,31,23,2050,22.8,0,5,5,0,0,0,1,0,2.7,2.7,2.8,5.5,57,115,86,0.00,0.22,0.22,0.00,0.22,0.12,0.12,0.24,0.12,0.24,Matches
221,Malo Gusto,fr FRA,DF,Chelsea,21-362,2003,30,19,1848,20.5,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,49,119,84,0.00,0.05,0.05,0.00,0.05,0.08,0.07,0.15,0.08,0.15,Matches
222,Joško Gvardiol,hr CRO,DF,Manchester City,23-113,2002,35,34,3097,34.4,5,0,5,5,0,0,2,0,4.4,4.1,2.0,6.1,87,256,112,0.15,0.00,0.15,0.15,0.15,0.13,0.06,0.19,0.12,0.18,Matches
223,Erling Haaland,no NOR,FW,Manchester City,24-299,2000,29,29,2570,28.6,21,3,24,19,2,3,2,0,20.9,18.5,2.9,21.4,20,18,110,0.74,0.11,0.84,0.67,0.77,0.73,0.10,0.83,0.65,0.75,Matches
224,Lewis Hall,eng ENG,DF,Newcastle Utd,20-250,2004,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.00,0.16,0.16,0.00,0.16,0.02,0.18,0.19,0.02,0.19,Matches
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23-076,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,Marcus Harness,eng ENG,MF,Ipswich Town,29-081,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Jack Harrison,eng ENG,FW,Everton,28-177,1996,32,23,1960,21.8,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,71,48,121,0.05,0.00,0.05,0.05,0.05,0.16,0.17,0.33,0.16,0.33,Matches
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-106,2002,33,31,2744,30.5,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,121,9,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches
229,Kai Havertz,de GER,"FW,MF",Arsenal,25-339,1999,21,21,1839,20.4,9,3,12,9,0,0,4,0,9.4,9.4,2.4,11.8,34,59,110,0.44,0.15,0.59,0.44,0.59,0.46,0.12,0.58,0.46,0.58,Matches
230,Ayden Heaven,eng ENG,DF,Manchester Utd,18-236,2006,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Jan Paul van Hecke,nl NED,DF,Brighton,24-342,2000,32,31,2778,30.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.7,53,217,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Matches
232,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-110,1996,20,5,651,7.2,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,41,0.28,0.00,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches
233,Dean Henderson,eng ENG,GK,Crystal Palace,28-065,1997,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
234,Rico Henry,eng ENG,DF,Brentford,27-312,1997,4,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
235,Mads Hermansen,dk DEN,GK,Leicester City,24-309,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
236,Son Heung-min,kr KOR,FW,Tottenham,32-312,1992,29,23,2037,22.6,7,9,16,6,1,2,1,0,7.1,5.5,8.2,13.8,89,108,262,0.31,0.40,0.71,0.27,0.66,0.31,0.36,0.68,0.24,0.61,Matches
237,James Hill,eng ENG,DF,Bournemouth,23-126,2002,10,6,448,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,3,16,8,0.00,0.20,0.20,0.00,0.20,0.06,0.05,0.11,0.06,0.11,Matches
238,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20-035,2005,24,21,1745,19.4,2,2,4,2,0,0,5,0,1.5,1.5,1.3,2.8,18,63,47,0.10,0.10,0.21,0.10,0.21,0.08,0.07,0.14,0.08,0.14,Matches
239,George Hirst,sct SCO,FW,Ipswich Town,26-090,1999,24,3,522,5.8,3,1,4,3,0,0,3,0,1.9,1.9,0.3,2.2,9,13,29,0.52,0.17,0.69,0.52,0.69,0.32,0.06,0.38,0.32,0.38,Matches
240,Mason Holgate,eng ENG,"FW,DF",Everton,28-206,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
241,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-190,2000,29,25,2152,23.9,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,127,66,186,0.21,0.08,0.29,0.21,0.29,0.10,0.11,0.22,0.10,0.22,Matches
242,Will Hughes,eng ENG,MF,Crystal Palace,30-029,1995,31,22,1985,22.1,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.1,19,85,26,0.00,0.14,0.14,0.00,0.14,0.05,0.14,0.19,0.05,0.19,Matches
243,Dean Huijsen,es ESP,DF,Bournemouth,20-032,2005,30,25,2324,25.8,3,1,4,3,0,0,9,0,1.9,1.9,2.0,3.8,40,128,10,0.12,0.04,0.15,0.12,0.15,0.07,0.08,0.15,0.07,0.15,Matches
244,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-198,2003,29,28,2403,26.7,3,2,5,3,0,0,5,0,2.4,2.4,3.3,5.7,82,71,142,0.11,0.07,0.19,0.11,0.19,0.09,0.12,0.21,0.09,0.21,Matches
245,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-101,2003,30,21,1834,20.4,4,0,4,4,0,0,2,0,5.2,5.2,1.3,6.4,27,17,94,0.20,0.00,0.20,0.20,0.20,0.25,0.06,0.31,0.25,0.31,Matches
246,Igor,br BRA,DF,Brighton,27-098,1998,12,9,903,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
247,Danny Ings,eng ENG,"FW,MF",West Ham,32-297,1992,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches
248,Tim Iroegbunam,eng ENG,MF,Everton,21-320,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,Matches
249,Andy Irving,sct SCO,MF,West Ham,25-003,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches
250,Alexander Isak,se SWE,FW,Newcastle Utd,25-237,1999,33,33,2666,29.6,23,6,29,19,4,4,1,0,20.2,17.1,4.3,21.4,82,84,206,0.78,0.20,0.98,0.64,0.84,0.68,0.15,0.83,0.58,0.72,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,29-013,1996,36,34,2886,32.1,9,6,15,9,0,0,1,0,4.6,4.6,7.0,11.7,140,206,234,0.28,0.19,0.47,0.28,0.47,0.15,0.22,0.36,0.15,0.36,Matches
252,Nicolas Jackson,sn SEN,FW,Chelsea,23-330,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.20,0.61,0.41,0.61,0.50,0.17,0.67,0.50,0.67,Matches
253,Reece James,eng ENG,"DF,MF",Chelsea,25-159,1999,17,10,883,9.8,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.9,6,55,12,0.10,0.00,0.10,0.10,0.10,0.04,0.06,0.09,0.04,0.09,Matches
254,Vitaly Janelt,de GER,MF,Brentford,27-006,1998,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches
255,Vitezslav Jaros,cz CZE,GK,Liverpool,23-297,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Daniel Jebbison,eng ENG,FW,Bournemouth,21-276,2003,14,0,83,0.9,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,2,3,11,0.00,0.00,0.00,0.00,0.00,0.73,0.21,0.94,0.73,0.94,Matches
257,Mathias Jensen,dk DEN,MF,Brentford,29-135,1996,22,8,835,9.3,0,2,2,0,0,0,2,0,0.2,0.2,1.6,1.8,6,56,26,0.00,0.22,0.22,0.00,0.22,0.03,0.17,0.20,0.03,0.20,Matches
258,Gabriel Jesus,br BRA,FW,Arsenal,28-043,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches
259,Raúl Jiménez,mx MEX,FW,Fulham,34-011,1991,36,28,2314,25.7,11,3,14,8,3,3,4,0,11.4,9.0,3.3,12.3,33,58,123,0.43,0.12,0.54,0.31,0.43,0.44,0.13,0.57,0.35,0.48,Matches
260,Kim Jisoo,kr KOR,DF,Brentford,20-143,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
261,João Pedro,br BRA,"FW,MF",Brighton,23-232,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Matches
262,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-275,1996,29,29,2393,26.6,4,3,7,4,0,0,10,0,3.9,3.9,2.5,6.4,40,116,110,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-112,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.20,0.07,0.20,0.07,0.09,0.16,0.07,0.16,Matches
264,Brennan Johnson,wls WAL,FW,Tottenham,23-358,2001,31,23,2083,23.1,11,3,14,11,0,0,5,0,9.8,9.8,2.3,12.1,57,70,194,0.48,0.13,0.60,0.48,0.60,0.43,0.10,0.52,0.43,0.52,Matches
265,Sam Johnstone,eng ENG,GK,Wolves,32-052,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Curtis Jones,eng ENG,"MF,DF",Liverpool,24-106,2001,31,18,1594,17.7,3,3,6,3,0,0,3,1,4.2,4.2,1.0,5.3,26,99,73,0.17,0.17,0.34,0.17,0.34,0.24,0.06,0.30,0.24,0.30,Matches
267,Jorginho,it ITA,MF,Arsenal,33-147,1991,14,9,703,7.8,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,12,48,6,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
268,Diogo Jota,pt POR,FW,Liverpool,28-163,1996,25,14,1166,13.0,6,3,9,6,0,0,2,0,7.6,7.6,1.8,9.4,37,33,87,0.46,0.23,0.69,0.46,0.69,0.59,0.14,0.73,0.59,0.73,Matches
269,James Justin,eng ENG,DF,Leicester City,27-082,1998,34,32,2759,30.7,2,1,3,2,0,0,6,0,1.5,1.5,0.6,2.1,39,87,94,0.07,0.03,0.10,0.07,0.10,0.05,0.02,0.07,0.05,0.07,Matches
270,Filip Jørgensen,dk DEN,GK,Chelsea,23-030,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
271,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-221,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches
272,Daichi Kamada,jp JPN,MF,Crystal Palace,28-284,1996,32,14,1454,16.2,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,24,83,54,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19,Matches
273,Boubacar Kamara,fr FRA,MF,Aston Villa,25-174,1999,24,18,1553,17.3,0,0,0,0,0,0,2,0,0.8,0.8,0.9,1.7,17,78,7,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
274,Michael Kayode,it ITA,DF,Brentford,20-310,2004,10,4,381,4.2,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.4,10,9,22,0.00,0.24,0.24,0.00,0.24,0.05,0.27,0.32,0.05,0.32,Matches
275,Michael Keane,eng ENG,DF,Everton,32-125,1993,12,10,942,10.5,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,12,3,0.29,0.00,0.29,0.29,0.29,0.06,0.01,0.07,0.06,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
276,Caoimhín Kelleher,ie IRL,GK,Liverpool,26-174,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
277,Lloyd Kelly,eng ENG,DF,Newcastle Utd,26-222,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,0,9,5,0.00,0.30,0.30,0.00,0.30,0.12,0.14,0.26,0.12,0.26,Matches
278,Milos Kerkez,hu HUN,DF,Bournemouth,21-190,2003,36,36,3164,35.2,2,5,7,2,0,0,4,0,0.5,0.5,3.8,4.3,98,150,181,0.06,0.14,0.20,0.06,0.20,0.02,0.11,0.12,0.01,0.12,Matches
279,Bilal El Khannouss,ma MAR,MF,Leicester City,21-006,2004,31,26,2092,23.2,2,3,5,2,0,0,4,0,1.2,1.2,4.3,5.5,72,122,84,0.09,0.13,0.22,0.09,0.22,0.05,0.18,0.24,0.05,0.24,Matches
280,Abdukodir Khusanov,uz UZB,DF,Manchester City,21-076,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
281,Max Kilman,eng ENG,DF,West Ham,27-358,1997,36,36,3168,35.2,0,1,1,0,0,0,4,0,1.6,1.6,1.2,2.8,30,109,6,0.00,0.03,0.03,0.00,0.03,0.05,0.03,0.08,0.05,0.08,Matches
282,Joshua King,eng ENG,MF,Fulham,18-133,2007,6,1,88,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,1,5,13,0.00,0.00,0.00,0.00,0.00,0.26,0.44,0.69,0.26,0.69,Matches
283,Antonín Kinský,cz CZE,GK,Tottenham,22-064,2003,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
284,Jakub Kiwior,pl POL,DF,Arsenal,25-090,2000,15,8,942,10.5,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.4,5,42,1,0.10,0.00,0.10,0.10,0.10,0.02,0.02,0.04,0.02,0.04,Matches
285,Justin Kluivert,nl NED,"MF,FW",Bournemouth,26-011,1999,32,27,2206,24.5,12,6,18,6,6,6,8,0,10.0,5.3,4.8,10.1,77,100,162,0.49,0.24,0.73,0.24,0.49,0.41,0.20,0.61,0.22,0.41,Matches
286,Ibrahima Konaté,fr FRA,DF,Liverpool,25-356,1999,29,28,2410,26.8,1,2,3,1,0,0,5,0,1.7,1.7,1.0,2.7,21,105,3,0.04,0.07,0.11,0.04,0.11,0.06,0.04,0.10,0.06,0.10,Matches
287,Ezri Konsa,eng ENG,DF,Aston Villa,27-205,1997,32,31,2756,30.6,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.3,17,77,11,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches
288,Mateo Kovačić,hr CRO,MF,Manchester City,31-010,1994,30,24,2132,23.7,6,1,7,6,0,0,5,0,1.9,1.9,3.6,5.4,54,156,15,0.25,0.04,0.30,0.25,0.30,0.08,0.15,0.23,0.08,0.23,Matches
289,Caleb Kporha,eng ENG,DF,Crystal Palace,18-305,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
290,Emil Krafth,se SWE,DF,Newcastle Utd,30-287,1994,11,2,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,8,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches
291,Mohammed Kudus,gh GHA,"FW,MF",West Ham,24-287,2000,30,30,2493,27.7,4,3,7,4,0,0,2,1,6.7,6.7,3.0,9.7,95,77,207,0.14,0.11,0.25,0.14,0.25,0.24,0.11,0.35,0.24,0.35,Matches
292,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25-021,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,4.2,4.2,6.2,10.4,120,124,210,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches
293,Maxence Lacroix,fr FRA,DF,Crystal Palace,25-040,2000,33,33,2936,32.6,1,1,2,1,0,0,5,0,3.4,3.4,0.8,4.2,8,63,7,0.03,0.03,0.06,0.03,0.06,0.10,0.03,0.13,0.10,0.13,Matches
294,Adam Lallana,eng ENG,MF,Southampton,37-006,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches
295,Tariq Lamptey,gh GHA,DF,Brighton,24-228,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Matches
296,Will Lankshear,eng ENG,"FW,MF",Tottenham,20-026,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Roméo Lavia,be BEL,MF,Chelsea,21-130,2004,14,11,758,8.4,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,31,7,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.11,0.02,0.11,Matches
298,Mario Lemina,ga GAB,"MF,DF",Wolves,31-257,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,8,48,21,0.07,0.20,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches
299,Bernd Leno,de GER,GK,Fulham,33-073,1992,36,36,3240,36.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
300,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,30-203,1994,31,24,2094,23.3,0,1,1,0,0,0,9,0,1.1,1.1,1.5,2.6,12,94,26,0.00,0.04,0.04,0.00,0.04,0.05,0.07,0.11,0.05,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
301,Rico Lewis,eng ENG,"DF,MF",Manchester City,20-176,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,39,107,78,0.05,0.10,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,Matches
302,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,24-083,2001,36,34,2929,32.5,1,3,4,1,0,0,6,0,2.6,2.6,3.2,5.7,92,91,147,0.03,0.09,0.12,0.03,0.12,0.08,0.10,0.18,0.08,0.18,Matches
303,Myles Lewis-Skelly,eng ENG,DF,Arsenal,18-232,2006,21,14,1258,14.0,1,0,1,1,0,0,3,2,0.1,0.1,0.4,0.5,32,65,36,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Matches
304,Matthijs de Ligt,nl NED,DF,Manchester Utd,25-277,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,2.5,2.5,0.3,2.8,7,55,6,0.08,0.00,0.08,0.08,0.08,0.10,0.01,0.12,0.10,0.12,Matches
305,Pedro Lima,br BRA,DF,Wolves,18-319,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
306,Victor Lindelöf,se SWE,DF,Manchester Utd,30-303,1994,14,4,524,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,15,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
307,Jesper Lindstrøm,dk DEN,FW,Everton,25-076,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.00,0.07,0.07,0.00,0.07,0.15,0.15,0.30,0.15,0.30,Matches
